dataset,market,category,position_change_metric,horizon,pearson_r,observations
tff_disaggregated,sp500,dealer,net_oi_pct_change,2d_post_release,-0.029846490294794345,536
tff_disaggregated,sp500,dealer,net_oi_pct_change,3d_post_release,-0.03654291575352101,536
tff_disaggregated,sp500,dealer,net_oi_pct_change,1w_post_release,-0.029310815305664335,536
tff_disaggregated,sp500,dealer,net_oi_pct_change,2w_post_release,-0.05471895180162822,535
tff_disaggregated,sp500,dealer,net_oi_pct_change,4w_post_release,-0.010858434496171389,532
tff_disaggregated,sp500,dealer,net_oi_pct_change,13w_post_release,0.044110929745547124,523
tff_disaggregated,sp500,dealer,long_oi_pct_change,1d_post_release,-0.002645816930079986,536
tff_disaggregated,sp500,dealer,long_oi_pct_change,2d_post_release,-0.04397737398072974,536
tff_disaggregated,sp500,dealer,long_oi_pct_change,3d_post_release,-0.010817980082810619,536
tff_disaggregated,sp500,dealer,long_oi_pct_change,1w_post_release,0.005672978291796109,536
tff_disaggregated,sp500,dealer,long_oi_pct_change,2w_post_release,0.05744583474424958,535
tff_disaggregated,sp500,dealer,long_oi_pct_change,4w_post_release,0.025458420675913397,532
tff_disaggregated,sp500,dealer,long_oi_pct_change,13w_post_release,0.030884377731305986,523
tff_disaggregated,sp500,dealer,short_oi_pct_change,1d_post_release,0.07779046354557102,536
tff_disaggregated,sp500,dealer,short_oi_pct_change,2d_post_release,0.013557152568119546,536
tff_disaggregated,sp500,dealer,short_oi_pct_change,3d_post_release,0.035931970956177686,536
tff_disaggregated,sp500,dealer,short_oi_pct_change,1w_post_release,0.03526870726683827,536
tff_disaggregated,sp500,dealer,short_oi_pct_change,2w_post_release,0.08712742760141834,535
tff_disaggregated,sp500,dealer,short_oi_pct_change,4w_post_release,0.02365193422328979,532
tff_disaggregated,sp500,dealer,short_oi_pct_change,13w_post_release,-0.035092897923676,523
tff_disaggregated,sp500,lev_money,net_oi_pct_change,1d_post_release,0.05344312414069456,536
tff_disaggregated,sp500,lev_money,net_oi_pct_change,2d_post_release,0.08019768016045917,536
tff_disaggregated,sp500,lev_money,net_oi_pct_change,3d_post_release,0.034356179599771886,536
tff_disaggregated,sp500,lev_money,net_oi_pct_change,1w_post_release,-0.04070088353972693,536
tff_disaggregated,sp500,lev_money,net_oi_pct_change,2w_post_release,-0.028958645299607365,535
tff_disaggregated,sp500,lev_money,net_oi_pct_change,4w_post_release,-0.002119048874359214,532
tff_disaggregated,sp500,lev_money,net_oi_pct_change,13w_post_release,0.05180271686970851,523
tff_disaggregated,sp500,lev_money,long_oi_pct_change,1d_post_release,0.04683703070698145,536
tff_disaggregated,sp500,lev_money,long_oi_pct_change,2d_post_release,0.048386176907586245,536
tff_disaggregated,sp500,lev_money,long_oi_pct_change,3d_post_release,0.01655318676440828,536
tff_disaggregated,sp500,lev_money,long_oi_pct_change,1w_post_release,0.011259100640130276,536
tff_disaggregated,sp500,lev_money,long_oi_pct_change,2w_post_release,-0.01016740137848387,535
tff_disaggregated,sp500,lev_money,long_oi_pct_change,4w_post_release,0.015481662314319366,532
tff_disaggregated,sp500,lev_money,long_oi_pct_change,13w_post_release,0.0464591807164229,523
tff_disaggregated,sp500,lev_money,short_oi_pct_change,1d_post_release,-0.037844878527020634,536
tff_disaggregated,sp500,lev_money,short_oi_pct_change,2d_post_release,-0.06936796326146703,536
tff_disaggregated,sp500,lev_money,short_oi_pct_change,3d_post_release,-0.03211479255673327,536
tff_disaggregated,sp500,lev_money,short_oi_pct_change,1w_post_release,0.05577531760903557,536
tff_disaggregated,sp500,lev_money,short_oi_pct_change,2w_post_release,0.029342333884346757,535
tff_disaggregated,sp500,lev_money,short_oi_pct_change,4w_post_release,0.011531262553499365,532
tff_disaggregated,sp500,lev_money,short_oi_pct_change,13w_post_release,-0.0367249892348614,523
tff_disaggregated,sp500,other_reportable,net_oi_pct_change,1d_post_release,-0.15268829773390266,536
tff_disaggregated,sp500,other_reportable,net_oi_pct_change,2d_post_release,-0.005818167766975862,536
tff_disaggregated,sp500,other_reportable,net_oi_pct_change,3d_post_release,0.009977257764321644,536
tff_disaggregated,sp500,other_reportable,net_oi_pct_change,1w_post_release,0.02781616589942922,536
tff_disaggregated,sp500,other_reportable,net_oi_pct_change,2w_post_release,-0.050382628594703084,535
tff_disaggregated,sp500,other_reportable,net_oi_pct_change,4w_post_release,-0.01742853131724808,532
tff_disaggregated,sp500,other_reportable,net_oi_pct_change,13w_post_release,-0.059836023528863365,523
tff_disaggregated,sp500,other_reportable,long_oi_pct_change,1d_post_release,-0.1336640313200844,536
tff_disaggregated,sp500,other_reportable,long_oi_pct_change,2d_post_release,-0.038000402306240015,536
tff_disaggregated,sp500,other_reportable,long_oi_pct_change,3d_post_release,-0.006173707469512965,536
tff_disaggregated,sp500,other_reportable,long_oi_pct_change,1w_post_release,0.02458745218134521,536
tff_disaggregated,sp500,other_reportable,long_oi_pct_change,2w_post_release,0.029175199872043818,535
tff_disaggregated,sp500,other_reportable,long_oi_pct_change,4w_post_release,0.03321588177970142,532
tff_disaggregated,sp500,other_reportable,long_oi_pct_change,13w_post_release,-0.019485417756932612,523
tff_disaggregated,sp500,other_reportable,short_oi_pct_change,1d_post_release,0.07717989079448204,536
tff_disaggregated,sp500,other_reportable,short_oi_pct_change,2d_post_release,-0.02137046575400907,536
tff_disaggregated,sp500,other_reportable,short_oi_pct_change,3d_post_release,-0.016056970042402228,536
tff_disaggregated,sp500,other_reportable,short_oi_pct_change,1w_post_release,-0.013885202749266856,536
tff_disaggregated,sp500,other_reportable,short_oi_pct_change,2w_post_release,0.07963961145848196,535
tff_disaggregated,sp500,other_reportable,short_oi_pct_change,4w_post_release,0.04463956223322218,532
tff_disaggregated,sp500,other_reportable,short_oi_pct_change,13w_post_release,0.054581239015884735,523
tff_disaggregated,sp500,non_reportable,net_oi_pct_change,1d_post_release,-0.0013433937960388384,536
tff_disaggregated,sp500,non_reportable,net_oi_pct_change,2d_post_release,-0.03775297438542629,536
tff_disaggregated,sp500,non_reportable,net_oi_pct_change,3d_post_release,-0.016103387633537476,536
tff_disaggregated,sp500,non_reportable,net_oi_pct_change,1w_post_release,0.013163288847515206,536
tff_disaggregated,sp500,non_reportable,net_oi_pct_change,2w_post_release,-0.0008670411414939794,535
tff_disaggregated,sp500,non_reportable,net_oi_pct_change,4w_post_release,-0.01058133880157191,532
tff_disaggregated,sp500,non_reportable,net_oi_pct_change,13w_post_release,-0.04858845278298151,523
tff_disaggregated,sp500,non_reportable,long_oi_pct_change,1d_post_release,-0.09266405572010503,536
tff_disaggregated,sp500,non_reportable,long_oi_pct_change,2d_post_release,-0.009167689299026616,536
tff_disaggregated,sp500,non_reportable,long_oi_pct_change,3d_post_release,0.024792594985539054,536
tff_disaggregated,sp500,non_reportable,long_oi_pct_change,1w_post_release,-0.0003558270403512553,536
tff_disaggregated,sp500,non_reportable,long_oi_pct_change,2w_post_release,-0.07941900032597089,535
tff_disaggregated,sp500,non_reportable,long_oi_pct_change,4w_post_release,-0.056486617376148913,532
tff_disaggregated,sp500,non_reportable,long_oi_pct_change,13w_post_release,0.0027493174359367067,523
tff_disaggregated,sp500,non_reportable,short_oi_pct_change,1d_post_release,-0.09772588151018191,536
tff_disaggregated,sp500,non_reportable,short_oi_pct_change,2d_post_release,0.02115516182701909,536
tff_disaggregated,sp500,non_reportable,short_oi_pct_change,3d_post_release,0.039635556250552054,536
tff_disaggregated,sp500,non_reportable,short_oi_pct_change,1w_post_release,-0.01116470571333734,536
tff_disaggregated,sp500,non_reportable,short_oi_pct_change,2w_post_release,-0.08404208744654232,535
tff_disaggregated,sp500,non_reportable,short_oi_pct_change,4w_post_release,-0.05171091358399568,532
tff_disaggregated,sp500,non_reportable,short_oi_pct_change,13w_post_release,0.0418547592062767,523
tff_disaggregated,nq,asset_mgr,net_oi_pct_change,1d_post_release,0.07420344678764446,558
tff_disaggregated,nq,asset_mgr,net_oi_pct_change,2d_post_release,-0.016241061672536496,558
tff_disaggregated,nq,asset_mgr,net_oi_pct_change,3d_post_release,0.006178230984312404,558
tff_disaggregated,nq,asset_mgr,net_oi_pct_change,1w_post_release,0.024202382555170165,558
tff_disaggregated,nq,asset_mgr,net_oi_pct_change,2w_post_release,0.020569928295562968,557
tff_disaggregated,nq,asset_mgr,net_oi_pct_change,4w_post_release,0.01239015393088528,554
tff_disaggregated,nq,asset_mgr,net_oi_pct_change,13w_post_release,-0.010363744516555787,545
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,1d_post_release,0.013625732120175722,558
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,2d_post_release,-0.045040125967119746,558
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,3d_post_release,-0.028808721074998885,558
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,1w_post_release,0.004432044094599778,558
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,2w_post_release,0.01645963239099966,557
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,4w_post_release,0.000781891686730697,554
tff_disaggregated,nq,asset_mgr,long_oi_pct_change,13w_post_release,-0.02038057016059599,545
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,1d_post_release,-0.10455746209913357,558
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,2d_post_release,-0.04592392719105257,558
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,3d_post_release,-0.05769405487949148,558
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,1w_post_release,-0.03412261698357683,558
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,2w_post_release,-0.008231570697936277,557
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,4w_post_release,-0.019873624985115218,554
tff_disaggregated,nq,asset_mgr,short_oi_pct_change,13w_post_release,-0.015537214579094287,545
tff_disaggregated,nq,dealer,net_oi_pct_change,1d_post_release,-0.031932319215484284,558
tff_disaggregated,nq,dealer,net_oi_pct_change,2d_post_release,0.05233967156674023,558
tff_disaggregated,nq,dealer,net_oi_pct_change,3d_post_release,0.010126534085230485,558
tff_disaggregated,nq,dealer,net_oi_pct_change,1w_post_release,0.017044180192499394,558
tff_disaggregated,nq,dealer,net_oi_pct_change,2w_post_release,0.005584768802093921,557
tff_disaggregated,nq,dealer,net_oi_pct_change,4w_post_release,0.03997312676100957,554
tff_disaggregated,nq,dealer,net_oi_pct_change,13w_post_release,0.021303159811139512,545
tff_disaggregated,nq,dealer,long_oi_pct_change,1d_post_release,-0.006491895219619446,558
tff_disaggregated,nq,dealer,long_oi_pct_change,2d_post_release,0.004158680172835206,558
tff_disaggregated,nq,dealer,long_oi_pct_change,3d_post_release,-0.021928988969916997,558
tff_disaggregated,nq,dealer,long_oi_pct_change,1w_post_release,-0.02674136623986221,558
tff_disaggregated,nq,dealer,long_oi_pct_change,2w_post_release,0.012843242824583897,557
tff_disaggregated,nq,dealer,long_oi_pct_change,4w_post_release,0.04540385174654078,554
tff_disaggregated,nq,dealer,long_oi_pct_change,13w_post_release,0.027679461158664934,545
tff_disaggregated,nq,dealer,short_oi_pct_change,1d_post_release,0.04278612978663287,558
tff_disaggregated,nq,dealer,short_oi_pct_change,2d_post_release,-0.07532661616847577,558
tff_disaggregated,nq,dealer,short_oi_pct_change,3d_post_release,-0.03279948897888831,558
tff_disaggregated,nq,dealer,short_oi_pct_change,1w_post_release,-0.047054009581728666,558
tff_disaggregated,nq,dealer,short_oi_pct_change,2w_post_release,0.0018932953280202125,557
tff_disaggregated,nq,dealer,short_oi_pct_change,4w_post_release,-0.023659133497780472,554
tff_disaggregated,nq,dealer,short_oi_pct_change,13w_post_release,-0.009828291933001245,545
tff_disaggregated,nq,lev_money,net_oi_pct_change,1d_post_release,0.020972238379468856,558
tff_disaggregated,nq,lev_money,net_oi_pct_change,2d_post_release,0.010172108829439868,558
tff_disaggregated,nq,lev_money,net_oi_pct_change,3d_post_release,-0.0010060055152704408,558
tff_disaggregated,nq,lev_money,net_oi_pct_change,1w_post_release,-0.04003171267667581,558
tff_disaggregated,nq,lev_money,net_oi_pct_change,2w_post_release,0.025841535543960154,557
tff_disaggregated,nq,lev_money,net_oi_pct_change,4w_post_release,-0.011732260330027293,554
tff_disaggregated,nq,lev_money,net_oi_pct_change,13w_post_release,0.005777604507533895,545
tff_disaggregated,nq,lev_money,long_oi_pct_change,1d_post_release,-0.01759418600203916,558
tff_disaggregated,nq,lev_money,long_oi_pct_change,2d_post_release,-0.04758971819333509,558
tff_disaggregated,nq,lev_money,long_oi_pct_change,3d_post_release,-0.033199697312360235,558
tff_disaggregated,nq,lev_money,long_oi_pct_change,1w_post_release,-0.043086849386932725,558
tff_disaggregated,nq,lev_money,long_oi_pct_change,2w_post_release,0.009818845802336013,557
tff_disaggregated,nq,lev_money,long_oi_pct_change,4w_post_release,-0.02951690834322708,554
tff_disaggregated,nq,lev_money,long_oi_pct_change,13w_post_release,-0.0014228965807309556,545
tff_disaggregated,nq,lev_money,short_oi_pct_change,1d_post_release,-0.04361916350304087,558
tff_disaggregated,nq,lev_money,short_oi_pct_change,2d_post_release,-0.057489161473748704,558
tff_disaggregated,nq,lev_money,short_oi_pct_change,3d_post_release,-0.029577452333063595,558
tff_disaggregated,nq,lev_money,short_oi_pct_change,1w_post_release,0.011935752547829477,558
tff_disaggregated,nq,lev_money,short_oi_pct_change,2w_post_release,-0.02446862481507224,557
tff_disaggregated,nq,lev_money,short_oi_pct_change,4w_post_release,-0.012504129166431061,554
tff_disaggregated,nq,lev_money,short_oi_pct_change,13w_post_release,-0.008865571026388096,545
tff_disaggregated,nq,other_reportable,net_oi_pct_change,1d_post_release,-0.07400275482287096,558
tff_disaggregated,nq,other_reportable,net_oi_pct_change,2d_post_release,-0.07761865329910625,558
tff_disaggregated,nq,other_reportable,net_oi_pct_change,3d_post_release,-0.020357076865643704,558
tff_disaggregated,nq,other_reportable,net_oi_pct_change,1w_post_release,0.006556391469843038,558
tff_disaggregated,nq,other_reportable,net_oi_pct_change,2w_post_release,-0.04177251911320171,557
tff_disaggregated,nq,other_reportable,net_oi_pct_change,4w_post_release,-0.045533061107890856,554
tff_disaggregated,nq,other_reportable,net_oi_pct_change,13w_post_release,-0.013306574275269203,545
tff_disaggregated,nq,other_reportable,long_oi_pct_change,1d_post_release,-0.005926998390644852,558
tff_disaggregated,nq,other_reportable,long_oi_pct_change,2d_post_release,-0.02616689588662906,558
tff_disaggregated,nq,other_reportable,long_oi_pct_change,3d_post_release,-0.002403346998079655,558
tff_disaggregated,nq,other_reportable,long_oi_pct_change,1w_post_release,-0.014174619828142266,558
tff_disaggregated,nq,other_reportable,long_oi_pct_change,2w_post_release,0.02056131319126681,557
tff_disaggregated,nq,other_reportable,long_oi_pct_change,4w_post_release,0.011334762295983862,554
tff_disaggregated,nq,other_reportable,long_oi_pct_change,13w_post_release,0.000981070424630215,545
tff_disaggregated,nq,other_reportable,short_oi_pct_change,1d_post_release,0.07922174076061876,558
tff_disaggregated,nq,other_reportable,short_oi_pct_change,2d_post_release,0.07402130846799561,558
tff_disaggregated,nq,other_reportable,short_oi_pct_change,3d_post_release,0.02144130092501377,558
tff_disaggregated,nq,other_reportable,short_oi_pct_change,1w_post_release,-0.013702699788643111,558
tff_disaggregated,nq,other_reportable,short_oi_pct_change,2w_post_release,0.0555916406139044,557
tff_disaggregated,nq,other_reportable,short_oi_pct_change,4w_post_release,0.05554935882292779,554
tff_disaggregated,nq,other_reportable,short_oi_pct_change,13w_post_release,0.015165613644236027,545
tff_disaggregated,nq,non_reportable,net_oi_pct_change,1d_post_release,0.004354166065766758,558
tff_disaggregated,nq,non_reportable,net_oi_pct_change,2d_post_release,-0.061351491105325076,558
tff_disaggregated,nq,non_reportable,net_oi_pct_change,3d_post_release,-0.018104014017672004,558
tff_disaggregated,nq,non_reportable,net_oi_pct_change,1w_post_release,-0.027588488982534055,558
tff_disaggregated,nq,non_reportable,net_oi_pct_change,2w_post_release,-0.07388882571072795,557
tff_disaggregated,nq,non_reportable,net_oi_pct_change,4w_post_release,-0.07805681975978211,554
tff_disaggregated,nq,non_reportable,net_oi_pct_change,13w_post_release,-0.04949202672617265,545
tff_disaggregated,nq,non_reportable,long_oi_pct_change,1d_post_release,0.0072636486800295415,558
tff_disaggregated,nq,non_reportable,long_oi_pct_change,2d_post_release,-0.008389496956609167,558
tff_disaggregated,nq,non_reportable,long_oi_pct_change,3d_post_release,0.05828599824590384,558
tff_disaggregated,nq,non_reportable,long_oi_pct_change,1w_post_release,0.04794255407951751,558
tff_disaggregated,nq,non_reportable,long_oi_pct_change,2w_post_release,0.0009326921689784367,557
tff_disaggregated,nq,non_reportable,long_oi_pct_change,4w_post_release,-0.04769805887327852,554
tff_disaggregated,nq,non_reportable,long_oi_pct_change,13w_post_release,-0.03451314010047467,545
tff_disaggregated,nq,non_reportable,short_oi_pct_change,1d_post_release,0.0019491977558936033,558
tff_disaggregated,nq,non_reportable,short_oi_pct_change,2d_post_release,0.0641024807915706,558
tff_disaggregated,nq,non_reportable,short_oi_pct_change,3d_post_release,0.07813168958597644,558
tff_disaggregated,nq,non_reportable,short_oi_pct_change,1w_post_release,0.07922509145577863,558
tff_disaggregated,nq,non_reportable,short_oi_pct_change,2w_post_release,0.08793141639177807,557
tff_disaggregated,nq,non_reportable,short_oi_pct_change,4w_post_release,0.04534631853357393,554
tff_disaggregated,nq,non_reportable,short_oi_pct_change,13w_post_release,0.024367401695947203,545
legacy,sp500,noncommercial,net_oi_pct_change,1d_post_release,0.09167317842645456,536
legacy,sp500,noncommercial,net_oi_pct_change,2d_post_release,0.12456563340544609,536
legacy,sp500,noncommercial,net_oi_pct_change,3d_post_release,0.1150404979651372,536
legacy,sp500,noncommercial,net_oi_pct_change,1w_post_release,0.05765950321005151,536
legacy,sp500,noncommercial,net_oi_pct_change,2w_post_release,0.05811892447405643,535
legacy,sp500,noncommercial,net_oi_pct_change,4w_post_release,0.03993422725175424,532
legacy,sp500,noncommercial,net_oi_pct_change,13w_post_release,0.023102477331623076,523
legacy,sp500,noncommercial,long_oi_pct_change,1d_post_release,0.08374542032046173,536
legacy,sp500,noncommercial,long_oi_pct_change,2d_post_release,0.04565945509903282,536
legacy,sp500,noncommercial,long_oi_pct_change,3d_post_release,0.08693031563597382,536
legacy,sp500,noncommercial,long_oi_pct_change,1w_post_release,0.08743571320904259,536
legacy,sp500,noncommercial,long_oi_pct_change,2w_post_release,0.11947188254817918,535
legacy,sp500,noncommercial,long_oi_pct_change,4w_post_release,0.07438099804414029,532
legacy,sp500,noncommercial,long_oi_pct_change,13w_post_release,0.025983416210425363,523
legacy,sp500,noncommercial,short_oi_pct_change,1d_post_release,-0.0366877297761357,536
legacy,sp500,noncommercial,short_oi_pct_change,2d_post_release,-0.1071243896445929,536
legacy,sp500,noncommercial,short_oi_pct_change,3d_post_release,-0.061305961574193844,536
legacy,sp500,noncommercial,short_oi_pct_change,1w_post_release,0.006145793828557669,536
legacy,sp500,noncommercial,short_oi_pct_change,2w_post_release,0.032271836264878444,535
legacy,sp500,noncommercial,short_oi_pct_change,4w_post_release,0.015732002685146844,532
legacy,sp500,noncommercial,short_oi_pct_change,13w_post_release,-0.004996465884339019,523
legacy,sp500,commercial,net_oi_pct_change,1d_post_release,-0.08362040207655062,536
legacy,sp500,commercial,net_oi_pct_change,2d_post_release,-0.09941113900595343,536
legacy,sp500,commercial,net_oi_pct_change,3d_post_release,-0.09923989854310375,536
legacy,sp500,commercial,net_oi_pct_change,1w_post_release,-0.058140502018013344,536
legacy,sp500,commercial,net_oi_pct_change,2w_post_release,-0.05312504410902262,535
legacy,sp500,commercial,net_oi_pct_change,4w_post_release,-0.03257356331946658,532
legacy,sp500,commercial,net_oi_pct_change,13w_post_release,-0.0022055195645447273,523
legacy,sp500,commercial,long_oi_pct_change,1d_post_release,-0.015593753112394897,536
legacy,sp500,commercial,long_oi_pct_change,2d_post_release,-0.09953343298836567,536
legacy,sp500,commercial,long_oi_pct_change,3d_post_release,-0.12143079723824586,536
legacy,sp500,commercial,long_oi_pct_change,1w_post_release,-0.10436442013358072,536
legacy,sp500,commercial,long_oi_pct_change,2w_post_release,-0.01874938332889626,535
legacy,sp500,commercial,long_oi_pct_change,4w_post_release,0.0067900191332377095,532
legacy,sp500,commercial,long_oi_pct_change,13w_post_release,-0.025822426969168664,523
legacy,sp500,commercial,short_oi_pct_change,1d_post_release,0.08300751602313325,536
legacy,sp500,commercial,short_oi_pct_change,2d_post_release,0.021511789605539563,536
legacy,sp500,commercial,short_oi_pct_change,3d_post_release,0.0004479191286699306,536
legacy,sp500,commercial,short_oi_pct_change,1w_post_release,-0.03139211771433751,536
legacy,sp500,commercial,short_oi_pct_change,2w_post_release,0.0442197447168519,535
legacy,sp500,commercial,short_oi_pct_change,4w_post_release,0.04444847276759328,532
legacy,sp500,commercial,short_oi_pct_change,13w_post_release,-0.022224435551496204,523
legacy,sp500,total_reportable,net_oi_pct_change,1d_post_release,0.0013324894193804382,536
legacy,sp500,total_reportable,net_oi_pct_change,2d_post_release,0.03773963377325173,536
legacy,sp500,total_reportable,net_oi_pct_change,3d_post_release,0.016082064835050643,536
legacy,sp500,total_reportable,net_oi_pct_change,1w_post_release,-0.01316808237431178,536
legacy,sp500,total_reportable,net_oi_pct_change,2w_post_release,0.0008642050947400167,535
legacy,sp500,total_reportable,net_oi_pct_change,4w_post_release,0.010574443341145372,532
legacy,sp500,total_reportable,net_oi_pct_change,13w_post_release,0.04858572336776295,523
legacy,sp500,total_reportable,long_oi_pct_change,1d_post_release,0.09266531520217924,536
legacy,sp500,total_reportable,long_oi_pct_change,2d_post_release,0.009163523679494625,536
legacy,sp500,total_reportable,long_oi_pct_change,3d_post_release,-0.024800379184198765,536
legacy,sp500,total_reportable,long_oi_pct_change,1w_post_release,0.0003488591780485873,536
legacy,sp500,total_reportable,long_oi_pct_change,2w_post_release,0.07941464140850572,535
legacy,sp500,total_reportable,long_oi_pct_change,4w_post_release,0.05647687201724197,532
legacy,sp500,total_reportable,long_oi_pct_change,13w_post_release,-0.002751586396051158,523
legacy,sp500,total_reportable,short_oi_pct_change,1d_post_release,0.09773616451103061,536
legacy,sp500,total_reportable,short_oi_pct_change,2d_post_release,-0.021148798882409583,536
legacy,sp500,total_reportable,short_oi_pct_change,3d_post_release,-0.03962644376325409,536
legacy,sp500,total_reportable,short_oi_pct_change,1w_post_release,0.01116124594956153,536
legacy,sp500,total_reportable,short_oi_pct_change,2w_post_release,0.08403974362952574,535
legacy,sp500,total_reportable,short_oi_pct_change,4w_post_release,0.051706063461364166,532
legacy,sp500,total_reportable,short_oi_pct_change,13w_post_release,-0.04185516462614683,523
legacy,sp500,nonreportable,net_oi_pct_change,1d_post_release,-0.0013433937960388384,536
legacy,sp500,nonreportable,net_oi_pct_change,2d_post_release,-0.03775297438542629,536
legacy,sp500,nonreportable,net_oi_pct_change,3d_post_release,-0.016103387633537476,536
legacy,sp500,nonreportable,net_oi_pct_change,1w_post_release,0.013163288847515206,536
legacy,sp500,nonreportable,net_oi_pct_change,2w_post_release,-0.0008670411414939794,535
legacy,sp500,nonreportable,net_oi_pct_change,4w_post_release,-0.01058133880157191,532
legacy,sp500,nonreportable,net_oi_pct_change,13w_post_release,-0.04858845278298151,523
legacy,sp500,nonreportable,long_oi_pct_change,1d_post_release,-0.092664055720105,536
legacy,sp500,nonreportable,long_oi_pct_change,2d_post_release,-0.009167689299026602,536
legacy,sp500,nonreportable,long_oi_pct_change,3d_post_release,0.024792594985539054,536
legacy,sp500,nonreportable,long_oi_pct_change,1w_post_release,-0.00035582704035125215,536
legacy,sp500,nonreportable,long_oi_pct_change,2w_post_release,-0.07941900032597089,535
legacy,sp500,nonreportable,long_oi_pct_change,4w_post_release,-0.056486617376148913,532
legacy,sp500,nonreportable,long_oi_pct_change,13w_post_release,0.0027493174359366998,523
legacy,sp500,nonreportable,short_oi_pct_change,1d_post_release,-0.09772588151018184,536
legacy,sp500,nonreportable,short_oi_pct_change,2d_post_release,0.02115516182701915,536
legacy,sp500,nonreportable,short_oi_pct_change,3d_post_release,0.03963555625055206,536
legacy,sp500,nonreportable,short_oi_pct_change,1w_post_release,-0.011164705713337346,536
legacy,sp500,nonreportable,short_oi_pct_change,2w_post_release,-0.08404208744654237,535
legacy,sp500,nonreportable,short_oi_pct_change,4w_post_release,-0.05171091358399565,532
legacy,sp500,nonreportable,short_oi_pct_change,13w_post_release,0.041854759206276695,523
legacy,nq,noncommercial,net_oi_pct_change,1d_post_release,-0.004607939850643436,558
legacy,nq,noncommercial,net_oi_pct_change,2d_post_release,-0.028795195924322992,558
legacy,nq,noncommercial,net_oi_pct_change,3d_post_release,0.027687081494815094,558
legacy,nq,noncommercial,net_oi_pct_change,1w_post_release,-0.012109377481864216,558
legacy,nq,noncommercial,net_oi_pct_change,2w_post_release,-0.030764352375027,557
legacy,nq,noncommercial,net_oi_pct_change,4w_post_release,-0.03718163721959056,554
legacy,nq,noncommercial,net_oi_pct_change,13w_post_release,-0.018836261485437284,545
legacy,nq,noncommercial,long_oi_pct_change,1d_post_release,-0.0009011018404293992,558
legacy,nq,noncommercial,long_oi_pct_change,2d_post_release,-0.0505533905881752,558
legacy,nq,noncommercial,long_oi_pct_change,3d_post_release,-0.017787126050735052,558
legacy,nq,noncommercial,long_oi_pct_change,1w_post_release,-0.02222674890399846,558
legacy,nq,noncommercial,long_oi_pct_change,2w_post_release,-0.00028630657929165366,557
legacy,nq,noncommercial,long_oi_pct_change,4w_post_release,-0.027749711280865234,554
legacy,nq,noncommercial,long_oi_pct_change,13w_post_release,-0.016981021677473736,545
