category,relationship,position_metric,pearson_r,observations,return_metric
asset_mgr,weekly change in asset manager net/OI pct vs weekly price return,asset_mgr_net_oi_pct_change,0.34705642852870805,559,
asset_mgr,weekly change in asset manager net/OI pct vs next monday close return,asset_mgr_net_oi_pct_change,-0.04617297669993445,558,next_week_monday_return
asset_mgr,weekly change in asset manager net/OI pct vs next monday single-day return,asset_mgr_net_oi_pct_change,-0.04617297669993445,558,next_week_monday_daily_return
asset_mgr,weekly change in asset manager net/OI pct vs next tuesday close return,asset_mgr_net_oi_pct_change,-0.08048864768223539,558,next_week_tuesday_return
asset_mgr,weekly change in asset manager net/OI pct vs next tuesday single-day return,asset_mgr_net_oi_pct_change,-0.07150695331826801,558,next_week_tuesday_daily_return
asset_mgr,weekly change in asset manager net/OI pct vs next wednesday close return,asset_mgr_net_oi_pct_change,-0.08425511395923263,558,next_week_wednesday_return
asset_mgr,weekly change in asset manager net/OI pct vs next wednesday single-day return,asset_mgr_net_oi_pct_change,-0.039771895253218344,558,next_week_wednesday_daily_return
asset_mgr,weekly change in asset manager net/OI pct vs next thursday close return,asset_mgr_net_oi_pct_change,-0.05250008910972654,558,next_week_thursday_return
asset_mgr,weekly change in asset manager net/OI pct vs next thursday single-day return,asset_mgr_net_oi_pct_change,0.03898052909552657,558,next_week_thursday_daily_return
asset_mgr,weekly change in asset manager net/OI pct vs next friday close return,asset_mgr_net_oi_pct_change,-0.03916644425518909,558,next_week_friday_return
asset_mgr,weekly change in asset manager net/OI pct vs next friday single-day return,asset_mgr_net_oi_pct_change,0.027686669821606346,558,next_week_friday_daily_return
asset_mgr,weekly change in asset manager net contracts vs weekly price return,asset_mgr_net_change,0.34883807122208704,559,
asset_mgr,weekly change in asset manager net contracts vs next monday close return,asset_mgr_net_change,-0.013327820333177311,558,next_week_monday_return
asset_mgr,weekly change in asset manager net contracts vs next monday single-day return,asset_mgr_net_change,-0.013327820333177311,558,next_week_monday_daily_return
asset_mgr,weekly change in asset manager net contracts vs next tuesday close return,asset_mgr_net_change,-0.040135782090955155,558,next_week_tuesday_return
asset_mgr,weekly change in asset manager net contracts vs next tuesday single-day return,asset_mgr_net_change,-0.057159980660830834,558,next_week_tuesday_daily_return
asset_mgr,weekly change in asset manager net contracts vs next wednesday close return,asset_mgr_net_change,-0.05291181064592718,558,next_week_wednesday_return
asset_mgr,weekly change in asset manager net contracts vs next wednesday single-day return,asset_mgr_net_change,-0.050994099329258066,558,next_week_wednesday_daily_return
asset_mgr,weekly change in asset manager net contracts vs next thursday close return,asset_mgr_net_change,-0.02018296203254133,558,next_week_thursday_return
asset_mgr,weekly change in asset manager net contracts vs next thursday single-day return,asset_mgr_net_change,0.05210654871152416,558,next_week_thursday_daily_return
asset_mgr,weekly change in asset manager net contracts vs next friday close return,asset_mgr_net_change,-0.01287071854376897,558,next_week_friday_return
asset_mgr,weekly change in asset manager net contracts vs next friday single-day return,asset_mgr_net_change,0.020597132617402168,558,next_week_friday_daily_return
asset_mgr,asset manager net/OI pct vs next monday close return,asset_mgr_net_oi_pct,-0.1103656727860381,559,next_week_monday_return
asset_mgr,asset manager net contracts vs next monday close return,asset_mgr_net,-0.09124205581816226,559,next_week_monday_return
asset_mgr,asset manager short/OI pct vs next monday close return,asset_mgr_short_oi_pct,0.12910500900174796,559,next_week_monday_return
asset_mgr,asset manager net/OI pct vs next monday single-day return,asset_mgr_net_oi_pct,-0.1103656727860381,559,next_week_monday_daily_return
asset_mgr,asset manager net contracts vs next monday single-day return,asset_mgr_net,-0.09124205581816226,559,next_week_monday_daily_return
asset_mgr,asset manager short/OI pct vs next monday single-day return,asset_mgr_short_oi_pct,0.12910500900174796,559,next_week_monday_daily_return
asset_mgr,asset manager net/OI pct vs next tuesday close return,asset_mgr_net_oi_pct,-0.13105460351750614,559,next_week_tuesday_return
asset_mgr,asset manager net contracts vs next tuesday close return,asset_mgr_net,-0.10874625045758235,559,next_week_tuesday_return
asset_mgr,asset manager short/OI pct vs next tuesday close return,asset_mgr_short_oi_pct,0.14884277819167818,559,next_week_tuesday_return
asset_mgr,asset manager net/OI pct vs next tuesday single-day return,asset_mgr_net_oi_pct,-0.04634225268270659,559,next_week_tuesday_daily_return
asset_mgr,asset manager net contracts vs next tuesday single-day return,asset_mgr_net,-0.0407288998873334,559,next_week_tuesday_daily_return
asset_mgr,asset manager short/OI pct vs next tuesday single-day return,asset_mgr_short_oi_pct,0.04114392685740339,559,next_week_tuesday_daily_return
asset_mgr,asset manager net/OI pct vs next wednesday close return,asset_mgr_net_oi_pct,-0.16207062233203098,559,next_week_wednesday_return
asset_mgr,asset manager net contracts vs next wednesday close return,asset_mgr_net,-0.13479108429678305,559,next_week_wednesday_return
asset_mgr,asset manager short/OI pct vs next wednesday close return,asset_mgr_short_oi_pct,0.1522036852974864,559,next_week_wednesday_return
asset_mgr,asset manager net/OI pct vs next wednesday single-day return,asset_mgr_net_oi_pct,-0.09428681003828869,559,next_week_wednesday_daily_return
asset_mgr,asset manager net contracts vs next wednesday single-day return,asset_mgr_net,-0.08376836545157944,559,next_week_wednesday_daily_return
asset_mgr,asset manager short/OI pct vs next wednesday single-day return,asset_mgr_short_oi_pct,0.03857196915986646,559,next_week_wednesday_daily_return
asset_mgr,asset manager net/OI pct vs next thursday close return,asset_mgr_net_oi_pct,-0.14412401257772897,559,next_week_thursday_return
asset_mgr,asset manager net contracts vs next thursday close return,asset_mgr_net,-0.11736355881250306,559,next_week_thursday_return
asset_mgr,asset manager short/OI pct vs next thursday close return,asset_mgr_short_oi_pct,0.13850563965718057,559,next_week_thursday_return
asset_mgr,asset manager net/OI pct vs next thursday single-day return,asset_mgr_net_oi_pct,-0.008909910528879262,559,next_week_thursday_daily_return
asset_mgr,asset manager net contracts vs next thursday single-day return,asset_mgr_net,-0.0016459851757915547,559,next_week_thursday_daily_return
asset_mgr,asset manager short/OI pct vs next thursday single-day return,asset_mgr_short_oi_pct,0.027697352776614528,559,next_week_thursday_daily_return
asset_mgr,asset manager net/OI pct vs next friday close return,asset_mgr_net_oi_pct,-0.15153417896796265,559,next_week_friday_return
asset_mgr,asset manager net contracts vs next friday close return,asset_mgr_net,-0.12659415136282037,559,next_week_friday_return
asset_mgr,asset manager short/OI pct vs next friday close return,asset_mgr_short_oi_pct,0.14721944156331646,559,next_week_friday_return
asset_mgr,asset manager net/OI pct vs next friday single-day return,asset_mgr_net_oi_pct,-0.04290164921494576,559,next_week_friday_daily_return
